sb_match_id,api_fixture_id,competition_label,kickoff_date,dropped_at_stage,drop_reason,detail
3788759,657694,UEFA Euro 2020,2021-06-18,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3788763,657695,UEFA Euro 2020,2021-06-19,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3788764,657696,UEFA Euro 2020,2021-06-19,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3788762,657697,UEFA Euro 2020,2021-06-19,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3788765,657698,UEFA Euro 2020,2021-06-20,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3788766,657699,UEFA Euro 2020,2021-06-20,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3788767,657700,UEFA Euro 2020,2021-06-21,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3788770,657701,UEFA Euro 2020,2021-06-21,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3788769,657702,UEFA Euro 2020,2021-06-21,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3788768,657703,UEFA Euro 2020,2021-06-21,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3788771,657704,UEFA Euro 2020,2021-06-22,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3788772,657705,UEFA Euro 2020,2021-06-22,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3788776,657706,UEFA Euro 2020,2021-06-23,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3788775,657707,UEFA Euro 2020,2021-06-23,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3788773,657708,UEFA Euro 2020,2021-06-23,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3788774,657709,UEFA Euro 2020,2021-06-23,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3794689,713160,UEFA Euro 2020,2021-06-26,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3794685,713161,UEFA Euro 2020,2021-06-26,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3794690,713471,UEFA Euro 2020,2021-06-27,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3794687,713473,UEFA Euro 2020,2021-06-27,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3794686,713472,UEFA Euro 2020,2021-06-28,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3794691,713474,UEFA Euro 2020,2021-06-28,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3794688,713475,UEFA Euro 2020,2021-06-29,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3794692,713476,UEFA Euro 2020,2021-06-29,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3795107,718242,UEFA Euro 2020,2021-07-02,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3795108,718243,UEFA Euro 2020,2021-07-02,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3795109,718186,UEFA Euro 2020,2021-07-03,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3795187,718252,UEFA Euro 2020,2021-07-03,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3795220,721122,UEFA Euro 2020,2021-07-06,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3795221,721123,UEFA Euro 2020,2021-07-07,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3795506,723370,UEFA Euro 2020,2021-07-11,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3938637,1189846,UEFA Euro 2024,2024-06-16,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3938638,1189847,UEFA Euro 2024,2024-06-17,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3938639,1189848,UEFA Euro 2024,2024-06-18,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3930172,1145521,UEFA Euro 2024,2024-06-20,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3930171,1145522,UEFA Euro 2024,2024-06-20,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3930170,1145523,UEFA Euro 2024,2024-06-20,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3930173,1145524,UEFA Euro 2024,2024-06-21,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3938640,1189849,UEFA Euro 2024,2024-06-21,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3938641,1189850,UEFA Euro 2024,2024-06-21,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3930175,1145525,UEFA Euro 2024,2024-06-22,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3930174,1145526,UEFA Euro 2024,2024-06-22,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3938642,1189851,UEFA Euro 2024,2024-06-22,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3930176,1145527,UEFA Euro 2024,2024-06-23,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3930177,1145528,UEFA Euro 2024,2024-06-23,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3930178,1145529,UEFA Euro 2024,2024-06-24,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3930179,1145530,UEFA Euro 2024,2024-06-24,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3930181,1145531,UEFA Euro 2024,2024-06-25,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3930182,1145532,UEFA Euro 2024,2024-06-25,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3930180,1145533,UEFA Euro 2024,2024-06-25,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3938643,1189852,UEFA Euro 2024,2024-06-25,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3930183,1145534,UEFA Euro 2024,2024-06-26,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3930184,1145535,UEFA Euro 2024,2024-06-26,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3938645,1189853,UEFA Euro 2024,2024-06-26,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3938644,1189854,UEFA Euro 2024,2024-06-26,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3940878,1212958,UEFA Euro 2024,2024-06-29,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3940983,1214156,UEFA Euro 2024,2024-06-29,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3941017,1215074,UEFA Euro 2024,2024-06-30,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3941018,1215075,UEFA Euro 2024,2024-06-30,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3941019,1215073,UEFA Euro 2024,2024-07-01,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3941020,1215076,UEFA Euro 2024,2024-07-01,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3941021,1215077,UEFA Euro 2024,2024-07-02,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3941022,1215078,UEFA Euro 2024,2024-07-02,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3942226,1219688,UEFA Euro 2024,2024-07-05,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3942349,1219959,UEFA Euro 2024,2024-07-05,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3942227,1219689,UEFA Euro 2024,2024-07-06,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3942382,1220308,UEFA Euro 2024,2024-07-06,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3942752,1225853,UEFA Euro 2024,2024-07-09,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3942819,1227539,UEFA Euro 2024,2024-07-10,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
3943043,1232551,UEFA Euro 2024,2024-07-14,event_process_population,missing_statsbomb_events,exact intl bridge match has no StatsBomb event JSON in the on-disk read-only cache (prior pull pruned); cannot produce leakage-safe snapshots
,132759,UEFA Euro 2020,2019-03-21,exact_bridge_population,ambiguous_bridge,bridge rejected (no_statsbomb_candidate); never entered the exact international population
,132760,UEFA Euro 2020,2019-03-21,exact_bridge_population,ambiguous_bridge,bridge rejected (no_statsbomb_candidate); never entered the exact international population
,132768,UEFA Euro 2020,2019-03-21,exact_bridge_population,failed_reconciliation,bridge rejected (date_mismatch); never entered the exact international population
,132764,UEFA Euro 2020,2019-03-21,exact_bridge_population,ambiguous_bridge,bridge rejected (no_statsbomb_candidate); never entered the exact international population
,132761,UEFA Euro 2020,2019-03-21,exact_bridge_population,ambiguous_bridge,bridge rejected (no_statsbomb_candidate); never entered the exact international population
,132763,UEFA Euro 2020,2019-03-21,exact_bridge_population,ambiguous_bridge,bridge rejected (no_statsbomb_candidate); never entered the exact international population
,132767,UEFA Euro 2020,2019-03-21,exact_bridge_population,ambiguous_bridge,bridge rejected (no_statsbomb_candidate); never entered the exact international population
,132766,UEFA Euro 2020,2019-03-21,exact_bridge_population,ambiguous_bridge,bridge rejected (no_statsbomb_candidate); never entered the exact international population
,132765,UEFA Euro 2020,2019-03-21,exact_bridge_population,ambiguous_bridge,bridge rejected (no_statsbomb_candidate); never entered the exact international population
,132762,UEFA Euro 2020,2019-03-21,exact_bridge_population,ambiguous_bridge,bridge rejected (no_statsbomb_candidate); never entered the exact international population
,132769,UEFA Euro 2020,2019-03-22,exact_bridge_population,ambiguous_bridge,bridge rejected (no_statsbomb_candidate); never entered the exact international population
,132770,UEFA Euro 2020,2019-03-22,exact_bridge_population,failed_reconciliation,bridge rejected (date_mismatch); never entered the exact international population
,132771,UEFA Euro 2020,2019-03-22,exact_bridge_population,ambiguous_bridge,bridge rejected (no_statsbomb_candidate); never entered the exact international population
,132775,UEFA Euro 2020,2019-03-22,exact_bridge_population,ambiguous_bridge,bridge rejected (no_statsbomb_candidate); never entered the exact international population
,132772,UEFA Euro 2020,2019-03-22,exact_bridge_population,ambiguous_bridge,bridge rejected (no_statsbomb_candidate); never entered the exact international population
,132774,UEFA Euro 2020,2019-03-22,exact_bridge_population,ambiguous_bridge,bridge rejected (no_statsbomb_candidate); never entered the exact international population
,132773,UEFA Euro 2020,2019-03-22,exact_bridge_population,ambiguous_bridge,bridge rejected (no_statsbomb_candidate); never entered the exact international population
,132776,UEFA Euro 2020,2019-03-23,exact_bridge_population,ambiguous_bridge,bridge rejected (no_statsbomb_candidate); never entered the exact international population
,132778,UEFA Euro 2020,2019-03-23,exact_bridge_population,ambiguous_bridge,bridge rejected (no_statsbomb_candidate); never entered the exact international population
,132777,UEFA Euro 2020,2019-03-23,exact_bridge_population,ambiguous_bridge,bridge rejected (no_statsbomb_candidate); never entered the exact international population
,132779,UEFA Euro 2020,2019-03-23,exact_bridge_population,ambiguous_bridge,bridge rejected (no_statsbomb_candidate); never entered the exact international population
,132780,UEFA Euro 2020,2019-03-23,exact_bridge_population,ambiguous_bridge,bridge rejected (no_statsbomb_candidate); never entered the exact international population
,132782,UEFA Euro 2020,2019-03-23,exact_bridge_population,ambiguous_bridge,bridge rejected (no_statsbomb_candidate); never entered the exact international population
,132781,UEFA Euro 2020,2019-03-23,exact_bridge_population,ambiguous_bridge,bridge rejected (no_statsbomb_candidate); never entered the exact international population
,132783,UEFA Euro 2020,2019-03-23,exact_bridge_population,ambiguous_bridge,bridge rejected (no_statsbomb_candidate); never entered the exact international population
,132784,UEFA Euro 2020,2019-03-24,exact_bridge_population,ambiguous_bridge,bridge rejected (no_statsbomb_candidate); never entered the exact international population
,132785,UEFA Euro 2020,2019-03-24,exact_bridge_population,ambiguous_bridge,bridge rejected (no_statsbomb_candidate); never entered the exact international population
,132786,UEFA Euro 2020,2019-03-24,exact_bridge_population,ambiguous_bridge,bridge rejected (no_statsbomb_candidate); never entered the exact international population
,132788,UEFA Euro 2020,2019-03-24,exact_bridge_population,ambiguous_bridge,bridge rejected (no_statsbomb_candidate); never entered the exact international population
,132787,UEFA Euro 2020,2019-03-24,exact_bridge_population,ambiguous_bridge,bridge rejected (no_statsbomb_candidate); never entered the exact international population
,132792,UEFA Euro 2020,2019-03-24,exact_bridge_population,ambiguous_bridge,bridge rejected (no_statsbomb_candidate); never entered the exact international population
,132789,UEFA Euro 2020,2019-03-24,exact_bridge_population,ambiguous_bridge,bridge rejected (no_statsbomb_candidate); never entered the exact international population
,132791,UEFA Euro 2020,2019-03-24,exact_bridge_population,ambiguous_bridge,bridge rejected (no_statsbomb_candidate); never entered the exact international population
,132793,UEFA Euro 2020,2019-03-24,exact_bridge_population,ambiguous_bridge,bridge rejected (no_statsbomb_candidate); never entered the exact international population
,132790,UEFA Euro 2020,2019-03-24,exact_bridge_population,ambiguous_bridge,bridge rejected (no_statsbomb_candidate); never entered the exact international population
,132794,UEFA Euro 2020,2019-03-25,exact_bridge_population,ambiguous_bridge,bridge rejected (no_statsbomb_candidate); never entered the exact international population
,132799,UEFA Euro 2020,2019-03-25,exact_bridge_population,ambiguous_bridge,bridge rejected (no_statsbomb_candidate); never entered the exact international population
,132797,UEFA Euro 2020,2019-03-25,exact_bridge_population,ambiguous_bridge,bridge rejected (no_statsbomb_candidate); never entered the exact international population
,132798,UEFA Euro 2020,2019-03-25,exact_bridge_population,ambiguous_bridge,bridge rejected (no_statsbomb_candidate); never entered the exact international population
,132795,UEFA Euro 2020,2019-03-25,exact_bridge_population,ambiguous_bridge,bridge rejected (no_statsbomb_candidate); never entered the exact international population
